吖 叶叮吐
売 
壤 城地增址境坤坊埠均塔
壟 
壘 
塰 
埇 
垭 
囍 
噢 
嘻 哈呼叶咪叩鸣吧唯咖叫
嘯 
嘟 
嗵 
嗮 
嗍 
喽 
喘 哈端瑞呼叶咪叩鸣吧唯
唎 
唅 
咻 
咫 
吭 哈杭航呼叶咪叩鸣吧唯
吏 
匯 
剿 利刘别到列则刚创划荆
剅 
凛 冯准冰冷凉况减
冽 
冗 凭军写
偲 
俱 付信借代他值份件作使
俫 
佖 
伎 
亂 
䴖 
䗪 
㮾 
㤘 
⑥ 
Ⅲ 
龋 
龇 
齊 
齇 
鼫 
鹯 
鹐 
鹃 鸣鸡鸭鹤鹅
鸑 
鵲 
鳑 
鳄 鲜
鲳 
鲲 
鲠 
鲞 
鲗 
鲈 
鲂 
魍 
魇 
骞 
骋 
骈 
驱 验骑骤驻骏
驢 
騾 
騄 
駝 
駁 
馝 
馅 饮馆饶饭蚀馈
饸 
颦 
頸 
韪 
鞣 
靬 
雛 
隋 
陰 
闑 
閥 
閏 
镵 
镰 银钞钱镇销钟铁钢错锡
镔 
锺 
锱 
锫 
锤 银钞钱镇销钟铁钢错锡
锞 
锚 银钞钱镇销钟铁描钢猫
锓 
钘 
钕 
鑄 
鍾 
錤 
鋗 
鋁 
鉥 
釣 
醴 
酿 酷配粮醋醒
酽 
郵 
邈 
遽 
選 
遊 
農 
辔 
轉 
輿 
輪 
軋 
躔 
蹴 
蹦 跨路跳踏跃跟蹲
蹈 跨路跳踏跃跟蹲
踉 
跛 跨路波被跳踏跃跟蹲
跚 
赧 
購 
賺 
賤 
貽 
诓 
讽 议询记证设计详请讯评
譓 
認 
詟 
詞 
許 
裘 
裒 
袅 
蠅 
蟲 
蟛 
螽 
螢 
蝓 
蛊 
薷 
蕨 
蓏 
蓋 
蓊 
蓂 
蒴 
蒌 
葸 
葑 
葆 
菅 
荛 
荒 苏蓄花薪英芳蒋菜艾蒙
芈 
舂 
膺 
膊 股博胜肥胀胶肤朋那膜
脩 
脓 股胜肥胀胶肤朋那膜腰
肢 技股胜肥胀枝胶肤朋那
聖 
耷 
翾 
翯 
羕 
罱 
缗 
缂 
绔 
續 
縻 
縷 
綦 
綡 
紛 
紙 
紗 
糌 
粽 
粜 
簕 
篯 
篥 
節 
箸 
箦 
筵 
筠 
筀 
笕 
窮 
窩 
祋 
礴 
礐 
砸 码矿确磁砂研碾碳硕
砟 
睜 
眊 
盧 
癍 
瘾 痒疗病
疊 
瓠 
璟 
瑪 
瑔 
琥 
琈 
珰 
玺 
猬 猫猪独狗猴
狯 
犯 即猫叩猪独狗猴
烝 
灑 
瀣 
瀟 
瀕 
瀉 
濾 
澼 
澥 
澣 
澋 
潵 
潑 
漼 
漲 
漤 
漍 
漉 
滾 
溹 
湴 
湞 
渺 
渚 
渎 
淞 
淙 
涐 
涎 
洳 
洈 
泫 
泃 
沒 
沏 
沄 
汲 
汫 
氦 
気 
毗 
毂 
殲 
殒 
殆 
歡 
檄 
槿 
榅 
棽 
桿 
桫 
桀 
栾 
株 机柜核构村标林权梅材
柘 
晢 
昫 
斫 
斓 
敔 
敌 收数政效放敏教改敬牧
攮 
擺 
擀 
摅 
搪 
損 
掷 
掴 
挾 
挎 技捷跨打摘提批折操扣
拷 技捷打摘提批折操扣我
拧 技捷打摘提批折操扣我
拐 
披 技捷打摘提批折操扣我
戽 
戶 
戡 
憶 
憩 
愕 快情惜性怀怡恒悦恤忆
惹 意
惫 息志您惠思态慧感忠恩
惟 快情维惜性准淮雅怀怡
悛 
恹 
恁 
徑 
彼 行往待波徐很被征
彙 
弸 
弢 
幾 
幪 
幣 
巇 
嶼 
嶺 
嶅 
嵛 
崾 
峄 
岬 
屜 
尬 
孅 
媽 
婀 
妳 
妡 
奡 
夾 
壸 
墐 
堽 
場 
報 
埪 
埂 城地增址境坤便坊埠均
圾 城地级增址境坤坊埠均
圬 
嚴 
嚨 
嚎 哈呼叶咪叩鸣吧唯咖叫
嘛 哈呼叶咪叩鸣吧唯咖叫
嗲 
嗫 
嗟 
喲 
啷 
啶 
啬 
唤 哈换呼叶咪叩鸣吧唯咖
唆 哈俊呼叶咪叩鸣吧唯咖
哎 哈呼叶咪叩鸣吧唯咖叫
咣 
呶 
呫 
呋 
吥 
叢 
厮 
勸 
劇 
剽 
剐 
儳 
儡 
儆 
俩 付信借代他值份件作使
俎 
佴 
佲 
佟 
伣 
丞 
㫰 
㛃 
齯 
鼱 
麼 
鹼 
鹡 
鹞 
鹙 
鹖 
鹍 
鹆 
鸧 
鵑 
鵏 
鴻 
鳢 
鲽 
鲩 
鲀 
鰭 
魚 
魑 
鬈 
鬆 
髁 
骸 
骶 
骡 验骑螺骤驻骏
驎 
騠 
駭 
駕 
馘 
馔 
馑 
餅 
餃 
飲 
飨 
飒 
颞 
颊 额项预颜顺领顿须顾顶
颁 额项预颜顺领顿须顾顶
顔 
韓 
韌 
隳 
阘 
阒 
阏 
閑 
閉 
镴 
镓 
锍 
锉 
锄 银钞钱镇销钟铁钢错锡
铨 
钴 
鑼 
鑰 
鍬 
鍪 
錾 
錯 
錢 
錡 
錘 
鋼 
鋆 
鈴 
醣 
酚 
鄷 
鄳 
鄠 
郦 
郢 
郐 
郈 
郄 
邿 
邸 
遨 
遐 
辞 甜
辙 
轶 
轍 
轄 
輸 
躺 射
躞 
蹺 
蹙 
蹇 
踽 
踅 
跣 
跗 
趼 
趕 
贿 账财贴购则赎
贊 
賈 
買 
豨 
谿 
谬 议询记证设计详请讯评
诿 
诼 
诩 
诒 
诇 
譴 
譩 
譏 
謤 
謝 
謏 
諲 
説 
說 
誦 
誤 
誘 
誕 
該 
詩 
詢 
訛 
訓 
規 
襖 
褯 
褥 补衬裤被裕袖初裙襟衫
褡 
褟 
褒 
裡 
袈 
蟋 蚁蚂蜂蝶虹螺
蟊 
蟀 蚁蚂蜂蝶虹螺
螨 
蛴 
虐 
虉 
蘧 
藹 
藭 
藦 
藜 
藉 
薳 
薨 
薦 
蔺 
蔗 苏蓄花薪英芳蒋菜艾蒙
蓿 
蓐 
蒨 
葭 
葦 
葚 
菸 
菴 
莵 
莖 
荽 
荭 
荜 
荚 
茺 
茸 苏蓄花薪英芳蒋菜艾蒙
茯 
茆 
芠 
芍 
艷 
艨 
艦 
艇 航挺
舠 
臨 
耇 
翩 翻翔
羝 
罍 
缙 
绶 
绚 络统细结询线红约终级
纾 
纰 
纨 
纁 
繡 
縯 
縫 
縁 
緬 
締 
綮 
紹 
糨 
糙 料精粒粉粮糖粘
粧 
籬 
簍 
簋 
箬 
箢 
箜 
筶 
笾 
笸 
競 
窬 
窢 
穰 
秝 
祿 
祗 
祕 
礞 
碼 
碓 
硯 
硫 码流矿确磁砂研碾碳硕
砹 
砵 
砍 码次欢饮欧软矿确欣歌
瞻 眼
睍 
眷 省看冒卷券
監 
皺 
皎 
癫 
瘢 
瘟 痒疗病
痢 痒疗病
疼 痒疗病
疢 
畬 
畈 
甥 
瓅 
璪 
璜 
璗 
琰 
琢 现理瑞玲环琼球珠玛
琍 
珺 
珩 
珌 
玕 
獵 
獗 
猝 
狠 银限很猫根眼猪跟独狗
狞 猫猪独狗猴
犇 
爝 
熵 
熠 
熘 
煽 烟燃煤爆焕炉烤灯
煜 
濺 
濫 
濞 
濕 
濒 活消汇清海江河深注沙
濂 
澍 
澀 
潔 
滿 
滬 
滟 
滌 
溴 
湟 
湜 
淴 
淫 
淨 
淏 
涝 活消汇清海江河深注沙
涍 
浠 
浕 
浍 
洢 
洚 
洓 
洑 
泐 
沥 活消汇清海江河深注沙
沢 
汞 录泉泰贡
氿 
氇 
毹 
毳 
毙 毕
殛 
歇 次欢饮欧软欣歌钦
歅 
櫥 
檠 
樹 
樨 
槌 
棤 
棗 
棐 
桠 
栉 
枲 
枭 
杺 
杷 
杪 
暶 
晳 
晅 
昄 
昃 
斡 
敻 
攝 
擴 
撬 技捷打摘提批折操扣我
摳 
搠 
搀 
挠 技捷打摘提批折操扣我
拤 
扼 技捷打摘提批折操扣我
戾 
戤 
懈 懒
愃 
惕 快情惜性锡怀怡恒悦恤
悫 
恙 
忾 
徙 行往待徐很征
弶 
張 
弁 
廛 
廂 
庶 
幂 
帑 
巿 
崛 峰峡岭
崃 
峦 变密岳
岨 
屑 尼居属尾层屏
尻 
將 
審 
寢 
実 
宛 宝客安实定宜审宁家它
孱 
孫 
嬤 
媸 
媳 始姓如娟好娜姚娇妮媒
媞 
婦 
姹 
奂 
墳 
堃 
埄 
垺 
垍 
坎 城地次增欢址境坤饮欧
坂 
圪 
圐 
囷 
嚚 
噬 
噌 
噁 
嘿 哈呼叶咪叩鸣吧唯咖叫
嘮 
嘁 
嗨 
喚 
啵 
啥 哈呼叶咪叩鸣吧唯咖叫
啖 
啐 
唻 
唠 哈呼叶咪叩鸣吧唯咖叫
唑 
哚 
咙 哈呼叶咪叩鸣吧唯咖叫
呲 
呓 
吻 哈物呼叶咪叩鸣吧唯咖
吞 名台古售各吉吕告咨君
叛 版板饭
叚 
厾 
卮 
匾 
務 
動 
劢 
劉 
剡 
剕 
刿 
刭 
凜 
儴 
儉 
傥 
偽 
偰 
係 
侶 
侮 付信借代他值份海件作
侪 
佻 
佺 
佬 
佁 
伐 付信借代他值份件作使
䲟 
䤼 
䡵 
䅟 
㳘 
『 
▼ 
⑨ 
龍 
龊 
龁 
黡 
麽 
麸 
麵 
麑 
麇 
麂 
鹝 
鹚 
鹒 
鸨 
鸊 
鷭 
鷉 
鶴 
鵬 
鴦 
鴕 
鳴 
鳝 
鳛 
鳓 
鳐 
鳏 
鳎 
鳉 
鲸 鲜琼凉
鲷 
鲣 
鲢 
鲔 
鲊 
鯽 
鮮 
鮭 
鮈 
鮆 
魉 
魈 
鬷 
髭 
髢 
髎 
骧 
骎 
骀 
騷 
駿 
駐 
馼 
馥 
馇 
馃 
饬 
饪 
餡 
飼 
飑 
飐 
颇 额项预颜顺领顿须顾顶
顛 
願 
頻 
頑 
頌 
頂 
韡 
鞮 
靸 
靰 
靛 
雱 
雠 
隰 
險 
階 
隍 
陨 限陈阳附险院陶阿郑随
陟 
陑 
陋 
闉 
閻 
閨 
镳 
镱 
镪 
镩 
镑 银钞钱镇销钟铁钢错锡
镎 
锰 银钞钱镇销钟铁钢错锡
锪 
锨 
锕 
铷 
铣 
铎 
铌 
钯 
钚 
钇 
鑑 
鐵 
鐡 
鏡 
鏌 
鏊 
鍏 
錳 
錞 
鋅 
銈 
鉻 
鉧 
鉗 
鈷 
鈉 
醨 
醑 
酴 
酰 
酞 
酝 酷配醋醒
酎 
鄹 
鄩 
鄧 
鄢 
鄗 
邽 
遼 
遲 
違 
逑 
辮 
轼 
轳 
轰 
轭 
轪 
輻 
躪 
躁 跨路操跳踏跃跟蹲
蹜 
蹑 
蹐 
蹋 
踪 跨路综跳踏跃跟蹲
踩 跨路跳踏跃跟蹲
跷 跨路晓饶跳绕踏跃跟蹲
趿 
趟 超赵趣赴越
趙 
赝 
赌 账财贴购则赎猪绪
赃 账财贴购则赎
贶 
贜 
贈 
贇 
貶 
貌 
貉 
谯 
谮 
谥 
谡 
谠 
谗 
谔 
谌 
诡 议询记证设计详请讯评
诐 
诏 
讹 议询记证设计详请讯评
護 
譜 
謬 
謠 
謗 
諴 
諱 
論 
談 
誼 
誰 
誨 
詷 
詠 
評 
診 
訝 
訚 
觸 
觚 
襻 
襫 
襞 
褛 
褔 
複 
裣 
袯 
衿 
衔 街
蠟 
蟅 
蝸 
蝲 
蝉 蚁蚂禅蜂蝶虹螺
蜴 
蜉 
蛏 
蛇 蚁蚂蜂蝶虹螺
蚧 
虢 
蘭 
蘇 
藿 
蕴 苏蓄花薪英芳蒋菜艾蒙
蕲 
蕰 
蕗 
蔭 
蔥 
蔣 
蔄 
蓼 
蒽 
葎 
萧 
萋 
菹 
菥 
菘 
莝 
荳 
荪 
荩 
荙 
荅 
荄 
茧 蜜蛋
茑 
茈 
茇 
茀 
芴 
芨 
芄 
艽 
舸 
膿 
腸 
腳 
腥 股胜肥胀胶肤朋那醒膜
脹 
脈 
脆 股胜肥胀胶肤朋那膜腰
胚 股胜肥胀胶肤朋那膜腰
聳 
聃 
耻 联取址职耿聘聪
翛 
翈 
羚 玲龄翔冷岭
羑 
罨 
罄 
缳 
缲 
缡 
缈 
缃 
绹 
绰 络统细结线红约终级续
绠 
绗 
绋 
绂 
绁 
纫 络统细结线红约终级续
纆 
繮 
繩 
繇 
繃 
績 
練 
緯 
綖 
綎 
綄 
絹 
絷 
絲 
絪 
絨 
絜 
紶 
純 
紐 
納 
粳 
粪 类
粦 
粑 
籁 
籀 
簰 
簠 
簉 
篢 
箴 
箪 
箧 
箔 
箏 
筚 
筘 
筏 笔管等签符筛节简篇箱
笯 
笏 
窿 空窑
窘 空窑
穄 
穀 
祇 
礽 
磷 码矿确磁砂研碾碳硕
磲 
磜 
碱 码矿确磁砂研减碾碳硕
碡 
碍 码矿确磁砂研碾碳硕
硿 
硼 
硭 
硔 
砻 
砺 
砮 
砧 
砦 
砠 
砝 
砜 
砌 码矿确磁砂研碾碳硕
砆 
矻 
瞀 
睞 
睑 
睄 
眺 
皴 
皦 
皕 
癿 
癣 痒疗病
瘅 
瘀 
痰 痒疗病
痧 
畛 
畋 
産 
瓞 
璩 
璥 
璎 
琫 
珷 
珲 
珫 
珢 
珝 
珒 
珈 
珅 
玿 
玼 
玷 现理贴站瑞玲环琼球珠
玦 
玠 
玞 
玙 
獰 
獨 
獠 
獍 
猿 猫猪独狗猴
猾 猫滑猪独狗猴
狽 
狲 
狭 陕猫侠峡猪独狗猴
狍 
犸 
犍 
牥 
牚 
爾 
爬 肥吧
爛 
爇 
燉 
熻 
熜 
煺 
煳 
煦 
焚 灵炎楚
焘 
焗 
焓 
焊 烟燃煤爆焕炉烤灯
烜 
炻 
炣 
炊 次欢烟饮欧软燃煤欣歌
炆 
灞 
灆 
瀼 
瀹 
瀑 活消汇清海江河深注沙
濛 
濋 
澛 
澇 
潽 
潟 
潛 
漷 
漦 
漢 
漈 
滷 
滉 
滄 
滃 
滂 
溧 
溅 活消汇清海江河深注沙
湮 
湔 
湓 
湉 
湃 活消汇清海江河深注沙
渾 
渌 
淜 
涣 活消汇清海江河深注沙
浰 
洿 
洸 
洴 
泜 
泚 
沤 
氪 
氅 
殺 
殣 
殃 列殊
殁 
欸 
櫃 
檸 
檢 
檔 
橹 
橥 
橛 
標 
樓 
樑 
槍 
榷 
榫 
榔 
榑 
榈 
榇 
楹 
楝 
楗 
楓 
楊 
椭 
棼 
棻 
棫 
棧 
棣 
桖 
栀 
柅 
枼 
枅 
朕 
曳 
曩 
曉 
昶 
昈 
旸 
旞 
旒 
斛 
敫 
敖 
攔 
攆 
擲 
據 
撥 
摹 
摟 
搦 
搗 
揕 
掮 
掇 
挪 技捷打摘提批折操扣我
挦 
拇 技捷打摘提批折操扣我
抿 
抜 
扞 
扅 
戲 
戭 
戣 
懶 
懔 
懑 
懊 澳
憤 
憋 息志您惠思态慧感忠恩
憇 
慮 
慑 
愦 
惺 
惨 快情惜性怀怡恒悦恤忆
惚 
惎 
悢 
悒 
恻 
恭 息志您惠思态慧感忠恩
恓 
恆 
恂 
忝 
復 
弭 
廞 
廓 序庄庆店康府底库麻座
廋 
廈 
庑 
幚 
幔 
帧 
帙 
巽 
嶷 
嵽 
崤 
崡 
崟 
崄 
峧 
峛 
峘 
層 
屡 尼居属尾层屏
屛 
屐 
尷 
尜 
寡 
嬸 
嬣 
嬉 
嬂 
嫡 
嫚 
媲 
婶 始姓如娟好娜姚娇妮媒
姥 始姓如娟好娜姚娇妮媒
姘 
姈 
妩 
妘 
妓 技始姓如娟好娜姚娇枝
奮 
奭 
夢 
壕 
壇 
墼 
墟 城地增址境坤坊埠均塔
墖 
墈 
塸 
塵 
塱 
塬 
塗 
塆 
堼 
堧 
堙 
堉 
堅 
執 
埵 
埴 
垿 
垸 
垯 
垩 
垡 
垞 
垕 
坷 城地河增何阿址境坤坊
坳 
坨 
坋 
坉 
圫 
囑 
噻 
噱 
噫 
噗 
嘏 
嗽 
嗜 哈呼叶咪叩鸣吧唯咖叫
嗆 
嗄 
喊 哈呼叶咪叩鸣吧唯咖叫
啸 哈呼叶咪叩鸣吧唯咖叫
啴 
啰 哈呼叶咪叩鸣吧唯咖叫
問 
唿 
唼 
唧 哈呼叶咪叩鸣吧唯咖叫
哳 
哌 
咿 
咮 
咉 
呣 
吲 
吮 哈呼叶咪叩鸣吧唯咖叫
叇 
叆 
厥 
厣 
匼 
匍 
匈 包匀句旬
劈 分剪壁券
劃 
創 
剜 
凫 
凘 
凍 
凋 
僻 付信借代他值份件作使
僦 
僑 
傧 
傉 
偉 
倻 
倭 
倦 付信借代他值份件作使
倥 
倚 付信借代他值份件作使
倏 
倉 
俾 
俜 
俍 
佾 
佼 
伝 
仞 
亸 
亵 
䲢 
䓬 
䓫 
䓨 
䃮 
䃎 
㻬 
㳚 
㳇 
㭎 
㥄 
㕮 
